Content,Rating,Label
支持wifi了，比前几代方便。原生系统hang了2次，似乎需要优化一下,5,1
用的非常好，现在小孩，都跟他玩，不来找我了，里面的内容非常的丰富，样子很好看，整体来说非常满意。,5,1
去温泉??所以买了这个泳衣，没想到质量非常好！,5,1
实物与照片相符,5,1
商品很好性能强大，适合用于进行物联网的拓展开发下次还要来,5,1
穿上特别舒服 不露还好看,5,1
还行吧，有时候测不准，不过挺方便的,5,1
第一次买树莓派，暂时没有问题。,5,1
物流贼慢！商品还可以,3,0
不错呢，服务挺好,5,1
很方便，能正常用，都没问题。之前也在这里买过!,5,1
泳衣非常满意，料子很好，大小尺寸合适，不是很暴露但也不乏性感，颜色花纹也非常漂亮，总体很惊喜。,5,1
定了两套，一个有帽子，一个没有，真不知道说什么了,5,1
快递很给力，收到商品很惊喜，立马试了，挺精确的,5,1
不错不错，目前使用下来一切正常，?,5,1
买了稍微大一号的，没看清尺寸，没有差色，质量还可以。,5,1
京东，快,5,1
反应很灵敏，声音挺清晰的，能实时跟人互动，很好玩，有了机器人以后小孩，不再沉迷游戏了，非常的放心,5,1
速度快，以为赶上双十一会耽误很久，用起来挺顺手。,5,1
好评！方便！夜间测体温不用吵醒孩子,5,1
很好！东西不错,5,1
大家记得买sd卡,5,1
给宝宝买的。 用后感觉很好，温度测量准确。 送货速度很快。点个赞,5,1
到货很快，包装很好,5,1
用的不错，简单方便,5,1
温度计还是不错，给宝宝测体温用的，物流也很快。好用的宝贝。,5,1
东西很好很强大，就是贵了点。哎。。。。,5,1
对于这款机器人还是非常满意的，小孩非常喜欢整天抱着玩，还可以学到很多东西。,5,1
非常漂亮，质量也好满意给五星！,5,1
东西不错，我是买来给小孩测体温的，特别准确，而且还方便,5,1
买大了一号，第二天就享受了上门换新，太赞了。泳衣保守不失美丽，要是送个泳帽就更完美了。,5,1
很好，有了它可以随时监测宝宝的体温，,5,1
大小正好，可以遮肉肉，样式比较休闲，适合有点肉肉的女生,5,1
东西不错 、快递小哥给力 ，非常实用,5,1
总体感觉不错，使用方便！,5,1
很好看啊，颜色也艳丽,5,1
方便，快捷,5,1
胸衣的海绵挺厚的。摸着还可以?。没拍照片。,5,1
看起来还不错.    挺时尚的  &hellip;&hellip;┉┉┉┉,5,1
泳衣很漂亮，很喜欢,5,1
终组装完了,5,1
很好的宝贝，为了泡温泉买了，略小,5,1
很不错，买回来就试了试，没有问题，已经开始了,5,1
质量不错，面料很丝滑，色彩也很鲜艳，就是内衣看起来好假，可能自己肉不多，哈哈,5,1
好用，很快,5,1
非常好，没有出现任何问题，很高大上。性价比非常高，值得购买,5,1
和卖家秀一样的，衣服棒棒的，很漂亮！,5,1
很不错的店，东西很不错，就是双11快递慢了一点,5,1
不错，穿上很显瘦,5,1
刚刚收到货给家宝贝用，挺好的。,5,1
颜色很漂亮，喜欢,5,1
很不错，玩了再来评价,5,1
颜色没有照片那么深，合适，质量不错,5,1
操作简单，很实用，很棒的产品,5,1
不错，穿上身挺好看?,5,1
面料不错，穿上舒适，大赞一个,5,1
去三亚海边玩买的，个人比较保守，所以买了这个，这个还是很漂亮的,5,1
很好用，太满意了嘻嘻,5,1
非常满意 昨天刚订的 今天就到了 好看 挺喜欢的,5,1
不错，挺合适的。下次还会购买，相信京东。好好好好好！！！！,5,1
东西相对来说比较便宜，物流很快，总体还是比较好的，全5星,5,1
漂亮，不错，不知道穿上怎么样,5,1
给宝宝买了这个机器人，她真的开心了很多，现在，每晚都让机器人给他讲故事。,5,1
很好呢、很漂亮！喜欢喜欢！性价比很好！,5,1
IT挺满意,5,1
值得购买，不错,5,1
很不错的泳衣，很好的东西,5,1
过段时间再来评价,5,1
真心不错，大小也合适，也不是太露,5,1
产品看着不错，用了再来评价，总体来说京东信誉好，服务佳，快递迅速，满意！,5,1
家用很不错，不够小巧，但测量准确,5,1
看着很不错，还没有穿，,5,1
看上去不错，用完再来追评。,5,1
泳衣很显瘦，穿上以后美美哒。尺寸合适，颜色也和图片的是一样的。发货速度很快。,5,1
质量不错&hellip;&hellip;价钱实惠&hellip;&hellip;,5,1
还不错，等安上卡试试,5,1
好漂亮的泳衣  裙裤样子  好看！,5,1
没货，已取消订单,5,1
树莓派3B+E14款，性能有所提升，做工精致，目前三机已组成集群，挺好的！,5,1
很好的，很喜欢?,5,1
真心不错?,5,1
大小合适，质量没得说，值得购买！,5,1
树莓派3b做简单的上位机真的非常的不错，性能相对3b来说也稍微的提升,5,1
还是不错的，很喜欢，物流也很快，价格也很棒，不用出门很方便！,5,1
不错，对于瘦的人效果会更好,5,1
不错，做创新项目用的，商家给了相关资料,5,1
里面内容丰富，功能非常齐全，宝宝玩的非常开心,5,1
无色差，质量不错，上身效果应该可以的,4,1
送货速度还是一样的快，赞一个,5,1
好，用用看。。。。。。。。。。。。。。。。快递很好。。。。。。,5,1
很好，很满意,5,1
孩子很喜欢，有了它等于有了玩伴，还能学习知识，操作简单，价格相当实惠,5,1
送货快，服务不错，价格适中,5,1
用方便,5,1
北京旅游临时想泡温泉，泳衣实在很赞。,5,1
用了几天了，感觉很好，很实用！,5,1
质量不错，与水银温度计对比相差不大,5,1
质量很不错，摸起来很柔软，女票说有点保守了,5,1
坚定稳固，性质好一下子买了40块。,5,1
质量蛮好的，可以放心买哦,5,1
物美价廉，相当适用！给宝宝量体温，再也不哭闹了！太省心了！,5,1
非常的满意。,5,1
泡温泉买的，很不错，把肥肉都遮住了,5,1
不错，很准确，方便，几秒钟出结果，随时量体温,5,1
价格比较优惠，物流非常快，早教机的质量非常不错，里面的内容很丰富，家里的小朋友非常喜欢,5,1
收到了货，同事看到也说很好看。物流很快本来就急需所以很快就送来了,5,1
买来玩的,5,1
买大了,5,1
产品很不错。第一个自用，使用方便。第二次购买送人。,5,1
使用一段时间了，很稳定，推荐！,5,1
质量很好，颜色也不错，大小合适，喜欢，推荐购买&hellip;&hellip;,5,1
用着很方便，而且也准确，,5,1
实物与照片相符，穿着合身舒适,5,1
"TF带系统卡里带的系统是坏的, 重新烧录才可以用. 感觉买的外壳有些多余",5,1
非常满意，质量也很好,5,1
色彩靓丽,5,1
商品不错，很准确。价格也实惠。,5,1
质量还行，下水裙子可能会飘,5,1
好看，合身，喜欢。。。。,5,1
第一次玩树莓派  希望能迅速上手哈哈,5,1
京东物流没的说，东西特别好用，给宝宝测体温非常方便,5,1
非常好用，外观特别好看，孩子们都特别喜欢，如果有需要，下次还会再来。,5,1
还不错哦～～～～～～～,5,1
稳定,5,1
好看，显身材，质感挺好～,5,1
东西很不错，第二天就到了，效果特别好，京东一直信赖的品牌，快递小哥特别给力，好评！！！！！！！！！,5,1
物流有点慢，东西还可以,5,1
颜色不错，与实际描述相符，体重减轻瘦了的情况下，超大码依然有些勒。,5,1
老公很喜欢，发货也很快,5,1
泳衣很好，穿着舒服，跟图片颜色一样。,5,1
很好。。。。。。。。。。。。。。。。。。快递很好,5,1
很不错的一款产品，买了，真的很值,5,1
非常地差又硬，太老气，质量又不好、价格又贵，丢在一边，懒得去退。那些评价好的都是托。,1,0
非常好用，支持京东,5,1
京东的服务特别好，买完了号码不合适，上门退换，特别省事，喜欢在京东的购物体验！,5,1
很不错，跟图片一样，喜欢。,5,1
棒棒的11111111，女朋友穿起来很好看呀,5,1
不错，给宝宝量体温会方便很多！数字清晰，准确！是家庭不可缺少的必备品,5,1
泳衣很漂亮，不显肚子，质量也不错，值得购买！,5,1
不错，与实际相符,5,1
包装中扳子居然没有防静电袋！,5,1
"挺好的，买来没派上用场
等下次了",5,1
质量不错，使用方便，挺好用的,5,1
物流超级快，东西很好用，点赞,5,1
颜色很漂亮，还不错,5,1
颜色很正，大小正好,5,1
很好用，快递很快,5,1
东西不错，发货太慢,4,1
挺显皮肤白，有点显瘦，不掉色，没沾水的时候很好看，沾了水以后一般,5,1
色彩艳丽，式样时尚，大小合适，物流快捷，符合描述。,5,1
产品不错,5,1
很好，多次购买，一如既往地好，继续关注！五分！！！已经推荐给朋友！,5,1
昨天下单，今天收到，京东就是快，泳衣穿上很舒服，合身，超好看，非常非常喜欢?,5,1
总体一般吧，底裤大红色颜色有点难接受,5,1
电子产品用的方便，就是还要掌握误差，要继续积累经验。,5,1
无色差、送货快、质量不错，满意,5,1
泳衣收到了，很不错，穿起来很舒服。也很好看，很满意。,5,1
产品很好，测温很快，使用方便，小朋友很喜,5,1
性能还好,5,1
不错哦，信赖京东，送货快。,5,1
颜色较深，此件有色差,4,1
使用很方便，不错值得拥有,5,1
第二次购买了，很好，店家发货速度快，服务好,5,1
泳衣穿着合身，不过身材不好穿起来可没那么好看,5,1
泳裤暴光度有点大,5,1
不错质量挺好的，已经穿过一次了,5,1
机器人收到了，物流很快，小孩非常喜欢。,5,1
大胸的不太适合，罩杯不够大。感觉C以上的都会不合适?,5,1
泳衣质量很好，就是颜色没有图片上亮，不过还是很满意，大小很合适,5,1
非常好用，好朋友推荐的，比药房和母婴店买的都便宜，每天早上起来给宝宝测一下体温，方便又简单，,5,1
很合适，很好看,5,1
老公需要的蓝莓电脑配件，没什么问题。,5,1
上身效果很好，美美的，期待下水,5,1
不错&lsquo;很好用量体温都可以,5,1
刚开始不会用，客服很快就告诉了，而且生产日期也是近期的，都是挺好的?,5,1
宝贝早就收到了，用过了才来评价的。穿上很舒服也很好看。,5,1
做工非常精致，质量还很给力，非常的好看，而且还有赠送的小礼品,5,1
帮朋友买的 还不知道干什么用的 先g好评吧。,5,1
之前买过一个，还是很准的，所以又买了一个,5,1
京东自营的物品都不错，质量可靠，物流速度很快，点赞！加油，不要骄傲！,5,1
给学生练手，好东西。,5,1
还可以，有一点温度误差，但不影响的！,5,1
这件泳衣很漂亮，很合适，唯一的一点不好呢就是穿着去泡温泉在石头上磨了一下就有一点毛毛的,5,1
料子很舒服，穿着游了一次泳，款式也很不错,5,1
还没来得及看呢，但看包装挺结实,5,1
快递速度非常快，今天下单，明天就到货,5,1
京东速度就是快，上午想买下单下午就能吃喝用！！！,5,1
锻炼，ok继续说，再说，爸爸妈妈，祝你们好运，ok,5,1
面料很好很合身,5,1
很好方便老人小孩都会看,5,1
"常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、",5,1
比较便宜，希望能带来很好的开发体验,5,1
泳衣挺好，我很喜欢，颜色，正是我喜欢的一款,5,1
旅游的时候买的，天气原因和时间原因，也没用上，不过相信很快就会用上的,5,1
还行吧，很快就跑起来了,5,1
很喜欢的泳衣！,5,1
颜色很鲜艳，款式也还行，就是拍的大了一点，不过也能穿就是了,5,1
我用的这款两年，挺好用的。这次给朋友买的。物流挺快，唯一不太满意的就是这次不知道什么原因没有发票,5,1
质量一般，绳子容易掉,5,1
真的挺好的，不愧是大牌子，物流也快,5,1
第一次购买，发货很快东西收到之后马上查看了，和预想的一样,5,1
还没穿，感觉不错。,5,1
公司开发使用,5,1
物流快给力&hellip;&hellip;,5,1
孩子喜欢，京东品质，放心购买。,5,1
测量速度快;很准确;很方便;好评！,5,1
物流真的超级快，衣服质量也很好  推荐,5,1
质量不错，款式真的是不太适合年轻人。,5,1
第2次，购买，好好用。。。。。。。。,5,1
质量很好，颜色也很漂亮，就是外面的再长点就更好了,5,1
产品挺好，值得信赖,5,1
好，质量特别好，修饰身材，也不太漏，速干，值得购买,5,1
质量很不错，功能特别齐全，儿子特别喜欢听它讲故事,5,1
不错，质量很好，物流速度很快,5,1
好评，使用方便，已经交给老人使用。,5,1
物美价廉，物流很快，给点赞！,5,1
电子体温计用起来太放便了，睡时都能测大人和孩子体温，孩子也不哭不闹，温度精准，,5,1
衣服尺码正合适、穿着合身...满意,5,1
还可以吧送的挺快一天就到了看着比较新鲜京东还行,5,1
这是第二次购买，质量好，服务态度好，快递也快,5,1
质量很好，希望更多的朋友信赖．我会再次光顾的．,5,1
好看，质感也好。而且物流也超级快，早上八点多下单，晚上七点多就送到了。满意极了,5,1
买了这么久一直都没有用，现拆开来试了一下挺好的，比起之前买的水银的用起来很方便！,5,1
用着不错,5,1
过年泡温泉，给妈妈买的。泳衣不错，主要京东送货快。,5,1
用着还不错,5,1
买电子产品还是京东自营比较靠谱！,5,1
有点宽松，布料不错，值得信赖。,5,1
挺好的，女朋友很喜欢,5,1
板子没问题哈，全新原装，速度也给力哈。,5,1
还不错哦没发现问题,5,1
正品，效果不错，已经用上了,5,1
味道太大，物流完全不评论了，都配送了，又寄回去了，我都玩儿回来了才到，物流太差了！,3,0
方便准确，生活中的必备品～,5,1
一直在京东上买，质量有保证，服务好，物流快，满意,5,1
质量不错，挺合身的,5,1
味道很好，加班必备，公司屯了好多,5,1
颜色好看，穿上更好看，美美哒。,5,1
很好看，质量摸着很厚实。,5,1
一样的东西，比~的贵了不至一点，只怪自己当时没好好比较,1,0
不错哦！！！,5,1
质量很好，颜色款式也不错，喜欢,5,1
现实中你明明哦？紫竹之已我和紫竹科学园我一直相信自己一定程度没有什么好结果！我在外面等你电话?,5,1
看着还可以吧！原以为下部是裙子，结果是平角短裤。,5,1
这个还是蛮好用 还有专业人员主动电话服务,5,1
未使用 不评价,5,1
好评非常满意，店家服务态度非常得好。,5,1
好看，料子也好,5,1
很好的东西之前买了一个丢了又买一个挺好用的,5,1
好东西，我还会再来吧,5,1
才拿到挺好看的,5,1
第二次购买该产品了，很好用。测量精准。,5,1
板子是正版，没毛病就是快递很慢。总的来说很喜欢就是了。,5,1
衣服不错耶，挺好的，一会去游泳试一下,5,1
物流速度快，方便好用。,5,1
不错，满意，漂亮！,5,1
泳衣收到了，老婆穿上很漂亮很好看，面料一般吧,5,1
看上去质量还不错，自己动手做点好玩的。,5,1
质量很好，物流配送速度快，非常满意。,5,1
买小了，后来换了个大号。京东的效率很高，赞,5,1
花了三天时间3B+搭建openwrt,5,1
用的非常不错，用颜色区分温度的高低，一目了然。使用非常简单。,5,1
跟喜欢，质量也很可以,5,1
可以的，发货速度奇快，产品质量没的说，,5,1
要去泡温泉了  这款能遮的都遮了 还不错哦 喜欢,5,1
宝贝收到 质量特别好 尺码正合适,5,1
售后服务差到极致，窝火,1,0
穿着舒服，又显体型，很满意,5,1
周四下单周五就到货了，周六就去海边畅游了一下，品质及服务都不错，给个赞！,5,1
质量放心，发货及时，服务到位,5,1
很好，给小孩买的，很喜欢,5,1
物流很快，服务很好，很不错，下次再来。,5,1
有点紧，穿着不太舒服，太勒,5,1
物流很快，服务态度不错?,5,1
给学生做毕业设计用用，现在热度好像没有以前那么火热了,5,1
送朋友了，她很喜欢,5,1
非常的，值得好评，店家的服务态度非常的棒。,5,1
不错，送到就试了，效果不错，质量也好,5,1
宝贝收到了，很喜欢?,5,1
挺好的！很合适！,5,1
不错挺好,5,1
物流挺快的，泳衣是买来泡温泉的，洗了不掉色，穿着也挺舒服的，朋友说好看，显瘦，好评,5,1
不错，穿上很漂亮，物有所值,5,1
非常好，卖家服务也很好,5,1
朋友友穿的很好看,5,1
物流超级的快东西非常得好。,5,1
朋友推荐的购买。测了几次，也进行了对比，测量比较准确。,5,1
东西没损坏,5,1
质量不错 一起买了两套 物流也挺快的！！！,5,1
挺方便的，非常好用，价钱也合适，继续一如既往的支持京东,5,1
好评！！男票特别喜欢！,5,1
不错，感觉很好，很实惠，速度也快。值得推荐。,5,1
性能不错，质量很好，只是散热风扇没有安装说明,5,1
不错呀呀呀呀呀呀,5,1
非常好，好用！,5,1
好评物流，超级的快短信非常的好。,5,1
不知道怎么样，快递发家里了,5,1
还不错的，我这么胖的人都穿的下，说明可以,5,1
衣服一般吧 可能不适合我 不是很喜欢 应该只穿一次,5,1
还不错用的质量都好,5,1
买大了一码，颜色没有照片鲜艳，但是适合有肚子的人穿,5,1
行，可以使用,5,1
很棒的产品，以后会继续关注的！,5,1
首先速度超快，然后很准，个人觉得很好用，值得够买,5,1
买的稍微大了点，但是不暴露，挺好的！,5,1
公司买的，还不错,5,1
挺厚的  质量看上去还行   还没下水  到时候看看,5,1
此产品非常非常的好！,5,1
产品很好，物有所值,5,1
不合身，一般般,5,1
用了一段时间，板子很好用，十分满意，送货速度也很快。恭喜我的树莓派再添一台！,5,1
没有给我泳帽啊,5,1
试用效果还可以，满意！物美价廉，比较方便。适合宝宝家庭选购,5,1
货品良好，做工精良，好好研究一下。,5,1
还没试穿，，不过摸着，衣料质量杠杠的,5,1
我一直接来了，你的店铺就买到心仪的宝贝好评。,5,1
测温比较准，使用也比较方便。,5,1
物超所值 我很喜欢,5,1
东西非常的物美价廉物流，超级的快好评。,5,1
很好看，质量也很好。下装是裤子，很方便。就是没有带泳帽。,4,1
漂亮，很满意,5,1
很方便，适合任何阶段的人群使用,5,1
可以遮住小肚腩，质量也不错。,5,1
宝贝收到了，很好用方便省事，物美价廉值得购买，好评,5,1
泳衣很漂亮，和图片相符，孩子特别喜欢，穿上特别漂亮,5,1
很好用，测体温也不用很长时间了。转换物温之后兑奶粉特别好用。赞?,5,1
孩子夸奖妈妈漂亮,5,1
挺喜欢的 性价比挺高的 来成都玩酒店可以泡温泉 特意买的 物流快,5,1
包装不错 操作简单 客服服务态度也好 还有专门的售后回访 ^_^点个赞,5,1
质量很好，适合开发研究用,5,1
好非常满意。布料也还可以。,5,1
使用很方便，质量很好，店家服务态度很好，满意的一次购物,5,1
京东最棒，我信任！比~强多了，太正品了,5,1
挺好的，用起来不错，大家都说好呢，会推荐朋友，有需要会回购,5,1
蛮好的蛮好的,5,1
很不错哦棒棒棒棒棒棒棒,5,1
很好用，买了2次了，前面一个让宝宝摔坏了，性价比很高,5,1
一收到就开始使用了，宝宝很喜欢听故事，其他功能正在摸索造型可爱,5,1
发货很快，赶上用了，质感不错噢,5,1
衣服挺好的，物流也挺快头一天买的第二天就到了,5,1
东西还是挺不错的！！！,5,1
超级满意的泳衣，上身效果真的很好看，好评,5,1
东西不错，穿着舒服,5,1
树莓派功能很强大，也容易上手，不错,5,1
花色有点花俏，但是好看，而且材质不错，喜欢,5,1
超喜欢，买了几套泳衣，这是最喜欢，最满意的,5,1
一次安装点亮，很好,5,1
颜色比较花俏，但是款式不错，喜欢,5,1
第一次买泳衣，穿在身上挺好看的，非党满意,5,1
很好吃的，下次还会买的,5,1
外形音质都特别好，物有所值，物流非常快,5,1
还不错。。。。。,5,1
不错，挺好用的，说明书写的挺详细的。,5,1
很好12345678,5,1
很不错的商品，直得购买！满意,5,1
很好不错期待明天的温泉之lv,5,1
挺好用的啊 推荐大家买这个,5,1
很好看，满意！,5,1
很方便，很实用！,5,1
遮肚子，是我想要的保守款。,5,1
货发的很快，用了，可以。,5,1
衣服质量很好，值得购买，信赖京东！,5,1
好用的,5,1
功能特别不错，客服非常好，有不懂的都能及时教我,5,1
给公司的孩子买得起，很好用 不错不错 点赞点赞,5,1
质量很好！需要注意的一点是3b+的板子没有防静电袋，要小心一些。搭配官方电源能正常运行！,5,1
东西很好用，京东快递小哥也非常给力，本人不在家他还是直接送到家里去。,5,1
很漂亮，颜色很显眼，面料舒服,5,1
很好使 没出现过问题 就是树莓派的百兆网口和usb2.0有点**,5,1
不错，质量好，裙稍短,5,1
用的不错，终于不用惹宝宝哭了，商家还很贴心，打电话**使用情况，赞一个！,5,1
还不错，蛮有分量，本想去温泉的，结果也没去成,5,1
好不到你的快点快点快点快点来参考参考尺寸开心开心开心,5,1
很好阿  女朋友很喜欢  支持支持支持,5,1
还可以。不错还送了两节电池。,5,1
好评。。。。。。。。。。。。。。,5,1
准确测出度数，方便快捷！宝宝发烧能够容易探出度数！,5,1
单位实验用品，还行吧，使用 2 个多月正常,5,1
单位实验用品，还行吧,5,1
质量非常好，上身效果完美。你值得拥有,5,1
质量挺好的，大小也合适，非常喜欢，穿着很舒服！颜色也非常漂亮！,5,1
很不错，大牌子做活动很实惠，值得信任,5,1
颜色一样，料子很舒服?，还没来得及穿。不知道的。给点赞,5,1
和图片一样,5,1
还行！挺合适！很喜欢,5,1
活动太给力了，京东的物流也是很棒的。,5,1
质地看起来不错，很好看，也不用担心走光，哈哈,5,1
不错，物流很给力！,5,1
体温计确实不错，测量也特别准，而且物美价廉，物流特别快，快递员服务态度特别好,5,1
"还行，就是对电源
要求苛刻",5,1
还可以吧，我有点买肥了，有点沉！,5,1
好用！,5,1
买来这么久，今天第一次下水试穿，很合身，质量不错，送的泳帽也很好，非常满意，有需要会再来买的。,5,1
这是我第三次买了，之前买的送人了，说实话我用的很好。东西操作简单易懂，品质有保证！大家可以放心购买,5,1
质感好，装着正合身,5,1
不错的东西，赞赞赞。,5,1
给老妈买的 这个图片不能晒啊 质量可以 挺好看的。。。,5,1
很实用的体温计，检测宝宝体温特别方便，误差也小！不错！,5,1
这是买的第二个了,5,1
还不错哦，价格可以,5,1
质量好，测温度准确，二次购买了,5,1
不错，颜色没有误差，很满意,5,1
之前买了个zero 3的性能确实提高了不少，待开发中,5,1
非常好很满意,5,1
衣服很漂亮，很满意,5,1
价格优惠质量好非常不错,5,1
已经用上了，没什么问题。,5,1
收到货后，就穿着去泡了温泉，穿在身上效果很好，很舒服，弹性很大，而且很好看的。,5,1
还可以吧，泡温泉用的，支持一下,4,1
收到了，物流果然很快，孩子喜欢的不得了，而且不伤眼睛，特别满意,5,1
很好的颜色，游泳泡温泉都可以穿,5,1
可以，还不错，适合新手，可以快速上手,5,1
太小了    哎！,4,1
好玩的东西，系统安装一次成功！?,5,1
建议买大一号，不错，很漂亮哦,5,1
小巧好用 我用的充电宝供电完全没问题 偶尔出现卡顿现象,5,1
机器人外观造型很卡通，可以听故事听音乐，挺方便的,5,1
非常好，我自己是小孩，买来学习不错哦,5,1
按尺码买，很准确。样式满意。,5,1
听了客服的买了大号，果然，小了绝对穿着不好。质量还不错，穿着挺好的~,5,1
新玩具。价格比别人家贵一些，但是看上去是新的。,5,1
东西还不错，挺合适的，赞,5,1
真的非常得好很值得这个价钱。,5,1
不显胖，好,5,1
方便穿衣,5,1
非常好，真不错，功能太强大了,5,1
机器人非常智能也很好，店家服务也很好，有什么不懂的一一解释。,5,1
非常显瘦,5,1
做工质量不错，正在体验中,5,1
家伙很小，很适合编程,5,1
好看，质量也不错,5,1
客服态度很好，东西也很好，就是物流快点就好了,5,1
好看，质量也好,5,1
不错的东东,5,1
期待已久的机器人，发货特别快，性价比很高的一款，小孩非常喜欢,5,1
"最新版树莓派，功能强大，性能给力。
东西做工不错，应该是正品。",5,1
泳衣很漂亮，穿上很舒服。,5,1
质量很不错,5,1
手感很好，摸着很舒适，穿着也好看,5,1
质量很好，送货速度快，心急快到手买京东没错哈哈！穿上好看！目前只着过一次嘻嘻,5,1
质量很好，满意,5,1
裙子有点短,5,1
非常漂亮，穿着大方得体，非常非常满意要的亲们快下手，去游泳玩都非常好看。,5,1
泡温泉用 很好,5,1
料子做工还没有,5,1
反应挺快的，音质特别好，质量非常不错，功能强大,5,1
泡温泉??准备的，衣服质量挺好的，大小合适就是海绵垫厚点还掉色,5,1
这个好好诶～三件套喜欢喜欢～颜色清新很显肤色的。,5,1
可以，好看，还遮肉,5,1
穿着合适，遮肉肉,5,1
很好，很性感，很漂亮,5,1
机器人很好，宝宝很爱玩，内容很多，非常实用,5,1
本人身高1.63米，体重108斤，穿着非常合适漂亮，老公很喜欢，质量真的很好不贵,5,1
测温*收到了，很好用，特别准。专门买来给宝宝用的，值得推荐！,5,1
我一起买了三个，同事买的这个最成功，颜色好看适合她肤色,5,1
朋友都说好看，以为是大商场买的，满意,5,1
收到货几天了，用着不错测量准确,5,1
M码有点偏大,5,1
这件泳衣不错，最主要的是穿起来遮胖。,5,1
质量不错，艳丽,5,1
颜色挺漂亮的，款式也很喜欢，是那种宽松版的，特别适合有肉肉的宝妈使用,5,1
还是挺好用的，之前宝宝摔坏了一个又买了第二个,5,1
媳妇买的，质量还可以。,5,1
有误差感觉不太准，准备退了想想算了了，回来客服电话说可以测肚脐眼准，孩子好了我也就没管了,5,1
显瘦！质量好！穿着舒服！挺好的！,5,1
评价必须超过10个字,5,1
不是特别准，上下差的太多了。不好，已经送人了,5,1
囤货还没穿 试穿后再来追加评价,5,1
老婆穿的。还可以。。。。。。。。,5,1
挺方便的，很简单，易操作，不错的选择。。。。,5,1
很好看 ，不错 下次可以再买，颜色喜欢,5,1
本商品对婴儿与大人量体温、温度方便实用！希望对我宝宝成长 助一臂之力！,5,1
面料手感舒适柔软很好，下边是裙裤很方便实用，泡汤时穿了，喜欢。,5,1
质量好，收货速度快,3,0
功能很多，教科书非常全，非常的喜欢，有不懂的都问机器人，很好沟通。,5,1
夏天可以穿着它去游泳了。还不错。,5,1
质量还是不错的，可能是我的身材微胖穿起来不是很好看,5,1
老婆穿上很漂亮，很性感！布料也很舒服,5,1
好评很满意，物流很快东西非常好。,5,1
店家的服务态度非常得好。,5,1
和实图一样，再买一件,5,1
不错！！！！！！！！！！！！！！！！！！！！！！！！,5,1
颜色可以&hellip;&hellip;但是买回来居然天气转凉了&hellip;&hellip;,5,1
颜色很亮丽，周末去泡温泉就穿它了,5,1
款式大方，穿上很合式，一次很不错的购物,5,1
款式特别漂亮，面料也挺舒适的，就是码偏小，,5,1
看起来还不错，还没穿不知道实际怎么样,5,1
买了之后还没穿过，质量还可以，只能留到明年再穿了。,5,1
好用好用太好用了！推荐值得信赖，值得购买，京东值得信赖,5,1
这款商品很不错,5,1
太大了,5,1
就是为了泡温泉买的，挺好的，,5,1
现在感觉还不错简单方便！,5,1
老婆很喜欢?试样也不错，下次还到你家买，真心不错,5,1
嗯?还可以，描述无误，下垂感可以，遮肚子肉，就是红色裤衩略尴尬?,5,1
非常漂亮的泳衣，太满意了，料子的质量很好棒棒棒值得购买。,5,1
整体凑活 但是罩杯不聚拢 不好看,4,1
使用方便，温度很准确，跟用水银温度计一样。,5,1
机器人没好。不在家里吗孩子自己就可以学习的。睡觉的时候还可以讲故事。真的是非常实用,5,1
朋友说上身有点大,5,1
为了方便给孩子考体温，买了一个，用着还不错，测量准确,5,1
看着不错，还没用，用过后追评啊,5,1
这是我买的最满意的泳衣了。漂亮。我是从来不爱写评价的，这个真的让我很喜欢,5,1
没有想象的好,5,1
体温计很准的，用着很方便，好用,5,1
衣服比较保守，穿起来还可以吧，泡温泉用的，夏天游泳还可以用,5,1
衣服就是有点小，颜色款式都很漂亮，媳妇很喜欢,5,1
方便快捷，操作简单～～,5,1
穿上很舒服，肚子上的肉肉也不显，总的来说挺好，唯一不足的是有点气味！洗洗应该就好了！,5,1
给女儿买的，她喜欢。,5,1
没给女儿的生日礼物，家人都是非常喜欢的。,5,1
这款体温计还是挺好的，不贵。给孩子家里常备。,5,1
泳衣质量很好，穿上特别合适！快递小哥也不错！,5,1
质量也行，用了再来追加,5,1
还行。大而猛。,5,1
挺好看的，非常漂亮，我很喜欢，还买了一件男士的，凑单优惠了许多,5,1
就一点物流不准时，自己盯了物流两三天，最后还是没有按预计时间到。,4,1
很好用超级棒，老婆孩子都喜欢。,5,1
还行，方便,5,1
"第一次在京东商城购物，觉得物超所值，物美价廉，值得购买
以后经常光顾",5,1
还好！,5,1
买了很多次，很多朋友都在用,5,1
不太准确，错差最大能错一度左右！容易耽误事,5,1
买的人喜欢    穿的人不喜欢   失败,5,1
东西不错很好用,5,1
之前买了一个，现在又帮妹妹买一个，虽然大家都说这种不够精确，但是测多几次也差不了多少的,5,1
挺准确的，比100多的都准,5,1
相差不大，蛮好用的，用这个很方便，,5,1
不错啊,5,1
不好意思，来评价，晚了，商品真的很好，五星好评。,5,1
用过以后才来评价的，挺好用，刻度也很准确,5,1
很不错的样子， 好用， 还会再来的,5,1
收到货了，试一试还真好用。给个好评,5,1
就是有点短,5,1
服务太差了，服务太差了。,1,0
不错 非常舒服 价格经济实惠 下次继续购买,5,1
水温，体温，物温，都能测，挺准确的，非常满意的一次购物。,5,1
挺好看的，质量还可以,5,1
